function	AS102	AS103	AS105	AS106	AS107	AS111	AS112	AS113	AS114	AS115	AS117	AS120	AS122	AS123	AS124	AS125	AS127	AS128	AS129	AS130	AS131	AS132	AS133	AS134	AS136	AS137	AS139	AS140	AS141	AS142	AS149	AS150	AS152	AS153	AS154	AS155	AS156	AS157	AS160	AS162	AS163	AS164	AS167	AS169	AS172	AS173	AS174	AS175	AS177	AS178	AS179	AS180	AS181	AS182	AS183	AS185	AS186	AS187	AS188	AS189	AS190	AS191	AS193	AS195	AS196	AS204	AS205	AS206	AS207	AS208	AS212	AS214	AS216	AS221	AS223	AS226	AS227	AS228	AS229	AS230	AS232	AS233	AS235	AS236	AS237	AS239	AS240	AS242	AS244	AS245	AS246	AS247	AS248	AS249	AS66	AS67	AS68	AS69	AS71	AS72	AS73	AS74	AS75	AS76	AS77	AS78	AS79	AS80	AS81	AS82	AS83	AS84	AS85	AS86	AS87	AS88	AS90	AS91	AS92	AS93
2.7.8.14-RXN	0.0	14.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	42.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	36.0	74.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	54.0	104.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3825.0	17.0	167.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.7.8.24-RXN	4.67	6.8	36.0	26.0	32.0	5.33	0.0	4.0	11.67	25.0	0.0	38.0	13.0	16.0	10.0	119.8	0.0	94.0	20.0	225.0	53.0	0.0	0.0	24.33	22.0	0.0	7.0	102.0	510.2	390.0	101.0	45.0	93.0	133.0	249.0	167.0	62.6	116.4	81.0	84.0	27.0	72.4	0.0	21.0	20.0	4.67	0.0	0.0	267.0	28.6	0.0	57.0	52.0	110.4	46.0	103.0	294.0	142.0	0.0	133.0	213.0	200.0	60.0	34.0	167.4	6.0	19.0	35.0	8.0	34.67	91.33	89.67	21.67	30.0	30.33	140.6	50.0	119.8	105.0	135.0	31.0	64.0	34.0	114.0	80.0	85.0	147.0	57.0	58.17	57.37000000000001	16.0	151.47	44.0	74.0	97.0	306.33	349.6	583.0	334.0	343.0	170.0	17.0	286.0	380.0	20.33	175.0	882.6	394.0	422.0	70.33	132.67000000000002	179.0	75.0	200.0	256.5	100.0	249.0	415.4	0.0	164.0
2.7.8.25-RXN	89.0	24.0	21.4	44.8	15.0	779.01	3594.6	2810.4	70.6	100.95	65.8	595.2	710.0	2498.8	964.8	438.2000000000001	1815.0	4084.0	404.0	3431.0	669.67	1447.76	658.0	1423.33	2079.0	1774.0	720.99	3373.41	52.5	29.36	53.0	1161.0	359.3300000000001	297.0	304.24	452.67	36.0	43.76	1582.0	1680.5	220.0	98.5	312.0	346.0	169.33	695.66	1027.0	262.11	425.0	227.76	0.0	148.24	145.0	965.33	533.5	219.0	428.72	313.0	439.86	205.67	87.42	1336.83	939.33	8.0	1308.28	513.05	64.6	315.6	389.4	1142.07	285.2	245.4	340.4	115.2	104.0	307.6	220.2	581.4	322.8	316.0	132.6	187.8	185.4	208.0	16.0	73.0	82.0	495.67	155.7	65.1	7.98	78.0	84.0	42.5	45.0	84.8	158.4	165.5	6.33	94.0	41.0	20.0	147.01	423.5	137.0	4039.0	119.76	377.5	86.5	123.0	0.0	62.33	42.33	353.51	453.5	258.5	513.74	319.0	0.0	203.5
2.7.8.6-RXN	3.75	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	55.5	0.0	2.38	0.0	0.0	8.0	0.0	0.0	30.0	117.25	114.68	32.0	0.0	12.0	9.0	4.12	0.0	0.0	9.88	2.75	2.75	1.75	1.25	0.0	0.0	0.0	17.5	23.0	6.62	6.75	4.88	0.0	2.12	128.0	3.0	0.0	27.75	129.11	25.0	17.18	21.5	32.21	160.0	103.5	7.75	96.64	5.25	11.0	50.0	5.0	7.75	0.0	3.25	13.0	14.0	0.0	0.0	10.5	4.25	4.0	9.0	10.0	4.25	4.0	12.5	9.75	0.0	0.0	0.0	1.25	0.0	4.29	363.0	0.0	3.0	0.0	48.0	90.75	0.0	0.0	66.0	0.0	0.0	97.25	12.0	9.0	25.0	103.88	56.75	92.25	13.25	5.25	0.0	25.0	16.0	28.25	28.75	5.12	28.25	8.0	19.0
2.7.9.3-RXN	388.08	415.8	232.4	258.25	256.0	840.67	4102.2	3358.4	362.0	105.2	235.8	1443.2	1099.8	4051.8	1140.67	802.4000000000002	3884.33	4926.0	751.0	4428.0	1052.67	2518.38	1401.0	2912.0	2593.0	2288.0	1117.33	4066.07	1007.87	728.1	407.5	1890.75	655.66	626.5799999999998	1098.54	1040.67	261.27	337.53	2170.66	2628.25	864.83	726.15	1103.0	621.0	1378.33	902.84	1654.0	1076.16	1953.0	643.48	298.5	478.12	587.5	2202.23	1946.5	1102.33	1006.36	711.0	1075.93	390.67	568.71	2144.33	1373.33	91.0	2070.04	910.8	748.5	881.2	1251.7	1816.07	865.2	904.9	770.2	373.7	617.0	1592.2	712.2	1278.2	1012.3	1582.0	1036.6	698.0	673.6	776.5	375.5	421.0	474.5	923.0	762.2	462.7	456.94	599.3	573.0	328.25	620.0	1075.0	553.1	920.0	777.5	1305.0	1286.67	627.75	1781.42	1637.0	582.25	4669.0	1595.98	1880.33	1403.75	434.83	436.0	782.0	765.16	1823.17	2093.75	1056.0	1739.37	1894.9	256.5	929.75
2.8.1.6-RXN	607.4200000000002	333.3	791.4	168.63	308.17	1695.66	9304.27	7274.07	614.44	812.12	1386.08	1814.87	1643.5	6710.46	2133.4700000000007	981.0	5738.2	9802.67	1322.17	8338.17	2685.34	6507.05	6737.33	4853.99	5555.33	5516.0	3277.33	9194.37	1528.75	1437.58	1115.17	3633.0	1462.16	1416.83	2016.79	2233.67	568.36	599.78	3690.08	4633.25	1739.45	826.15	1316.0	1094.5	1645.4899999999998	1698.0	2807.17	1292.16	2518.92	1566.81	1163.83	1596.12	1075.0	5029.23	2482.67	1571.25	1587.11	855.5	1588.68	795.1700000000002	918.21	3856.73	2331.83	292.25	3217.04	1170.05	441.6	968.6	1324.4	2885.49	692.58	1218.89	899.07	539.55	667.66	1234.7	1856.28	2339.02	1171.3	813.58	465.6	757.97	537.98	678.0	258.15	217.67	258.0	1283.67	433.62	332.77	374.99	369.42	461.0	350.3	902.25	1997.8	1268.25	1840.25	544.08	1374.0	866.0	481.83	2803.33	2384.17	941.16	5544.5	2109.48	2447.25	1542.25	723.75	631.75	647.66	823.33	2317.34	2944.75	2222.09	2344.78	2416.48	321.67	1924.5
2.8.3.10-RXN	29.0	11.0	14.0	21.0	9.0	772.67	3591.0	2804.0	6.0	18.0	23.0	530.0	666.0	2478.0	956.0	397.0	1426.0	4084.0	404.0	3412.0	662.0	1368.38	633.0	1418.0	1961.0	1580.0	675.33	3113.67	0.0	52.86	36.0	1127.0	316.0	297.0	300.12	422.0	36.0	38.88	1536.0	1639.75	220.0	59.25	275.0	344.0	55.0	665.83	988.0	228.62	414.0	217.88	0.0	101.12	111.0	934.0	512.0	177.0	394.72	83.0	326.86	80.0	87.42	1156.0	846.0	7.0	1114.28	503.0	47.0	296.0	360.0	1103.0	6.0	0.0	326.0	34.0	65.0	39.0	58.0	281.0	57.0	41.0	20.0	27.0	65.0	75.0	0.0	0.0	0.0	464.0	10.0	25.0	2.58	20.0	27.0	8.0	29.0	0.0	89.0	122.0	0.0	38.0	44.0	11.0	46.67	357.0	72.0	3880.0	91.88	186.0	64.25	38.0	13.0	37.0	21.0	216.17	235.0	218.5	231.12	95.0	4.0	147.0
2.8.3.7-RXN	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	2.4	0.0	10.0	0.0	13.4	4.0	0.0	8.33	8.67	0.0	7.67	0.0	13.6	0.0	0.0	12.0	12.73	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.33	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.8	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0	1.8	0.0	4.0	0.0	0.0	13.6	0.0	0.0	0.0	0.0	0.0	15.0	0.0	7.0	7.0	13.6	19.0	0.0	0.0	0.0	4.33	3.33	0.0	0.0	0.0	0.0	15.4	0.0	0.0
2.8.3.9-RXN	137.5	68.0	42.0	36.5	44.0	1562.0	7182.0	5608.0	24.0	36.0	244.0	1176.0	1372.0	4974.0	1938.0	834.0	2882.0	8168.0	808.0	6824.0	1324.0	2732.0	1266.0	2876.0	3784.0	2996.0	1322.0	6020.0	29.6	56.8	77.0	2275.5	644.0	602.5	609.5	860.0	72.0	86.5	3094.0	3288.0	440.0	116.0	508.0	688.0	110.0	1320.0	1968.0	444.0	828.0	406.0	0.0	198.0	206.0	1868.0	1024.0	354.0	778.0	390.0	640.0	416.0	160.0	2330.8	1684.0	12.0	2374.0	1044.0	211.0	692.0	764.0	2210.0	28.0	38.0	684.0	88.0	170.0	78.0	142.0	562.0	114.0	82.0	40.0	84.0	186.0	150.0	4.8	0.0	0.0	918.0	20.0	104.6	24.1	42.4	54.0	22.1	90.0	6.0	178.0	92.0	23.0	36.0	28.0	27.5	119.5	628.0	97.5	110.0	88.0	30.0	50.0	20.0	0.0	24.0	47.0	326.0	361.5	291.0	491.5	136.0	0.0	245.5
2.9.1.1-RXN	206.08	89.8	68.4	206.25	85.0	796.34	3801.2	3003.4	151.0	58.2	137.8	875.2	808.8	3789.8	1029.67	569.4000000000002	3554.33	4606.0	648.0	3932.0	855.0	2366.76	1255.0	2737.0	2374.0	2157.0	1125.66	3876.74	225.87	87.53	348.5	1763.75	601.66	603.5799999999998	1003.66	879.6700000000002	216.6	231.41	1953.66	2230.5	332.3300000000001	622.9	705.0	421.0	419.0	775.0	1264.0	858.44	1913.0	521.36	131.0	400.24	403.0	2032.9	1249.5	650.3299999999998	610.22	708.0	703.86	273.67	254.42	1672.33	1059.0	47.5	1747.18	616.8	203.5	399.2	718.7	1474.07	373.2	633.9	457.2	140.7	156.0	1389.2	539.2	973.2	832.8	1508.0	999.6	587.0	559.6	653.5	265.5	352.0	355.5	675.0	537.2	246.7	326.23	327.3	421.0	156.25	240.0	452.67	390.6	863.5	662.5	547.0	1037.67	335.75	629.0899999999998	986.0	239.75	4285.0	250.36	581.3299999999998	180.5	295.0	332.0	790.6700000000002	377.83	729.34	1091.75	567.5	927.99	811.4	102.0	400.75
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	0.0	1.8	0.0	0.0	0.0	0.0	0.0	0.0	153.67000000000004	455.67	18.0	7.67	0.0	5.33	0.0	0.8	22.0	0.0	186.0	0.0	0.0	44.0	120.0	50.0	0.0	0.0	0.0	51.0	11.2	17.0	0.0	24.0	0.0	0.0	0.0	0.0	3.6	2.4	0.0	84.0	58.0	13.4	0.0	0.0	13.33	7.33	24.67	0.0	96.67	12.6	2.33	72.0	0.0	168.4	94.0	0.0	0.0	77.0	0.0	0.0	90.5	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	175.67000000000004	0.0	0.0	29.33	345.6	278.33	487.47	262.0	66.33	42.0	146.67000000000004	71.33	49.0	12.0	30.0	0.0	0.0	32.0	4.2	4.5	1.8	0.0	4.0	0.0	0.0	13.6	24.0	138.0	124.0	1027.0	88.0	145.0	75.0	95.0	25.0	1.6	108.0	51.0	186.0	95.0	55.0	29.0	175.0	152.0	122.0	120.0	85.4	31.0	58.0
2OXOGLUTDECARB-RXN	368.89	294.53	583.4	250.8	350.5	94.33	380.27	258.4	446.27	708.87	639.02	380.65	150.0	305.46	143.97	417.0	1226.11	871.0	411.77	1369.5	375.01	509.16	422.0	503.94	472.92	509.5	84.33	709.37	1571.95	1405.18	842.5	741.5	1056.16	955.83	1058.79	868.6700000000002	392.52	486.28	495.58	1027.7	790.0600000000002	473.32	737.4	307.5	1355.26	261.34000000000003	758.6700000000002	247.16	801.7	530.6899999999998	82.0	359.01	725.95	1014.5	1123.39	1411.25	930.61	1569.5	1135.18	1052.67	1199.21	1481.83	619.1600000000002	653.25	1602.04	135.8	210.6	426.27	607.79	356.27	1022.58	1551.83	245.07	470.83	276.66	2071.7	1052.0	1855.8	1491.02	2214.91	1218.32	985.41	723.26	1069.83	624.0799999999998	561.6099999999999	708.5	540.4499999999998	941.79	423.47	707.19	1067.72	663.89	640.94	1042.75	2092.49	1239.75	2420.75	1182.08	1760.0	2212.0	325.0	2577.17	1580.5	723.8299999999998	1669.5	2702.98	2165.08	1604.75	907.47	710.92	869.33	934.33	1644.17	1874.25	1822.75	1517.12	1902.15	258.0	1215.5
2PGADEHYDRAT-RXN	529.31	432.03	997.8	326.38	514.1700000000002	908.66	5001.47	3917.47	630.77	790.0699999999998	1426.15	1361.85	969.3	4173.26	1157.9699999999998	854.6	4528.11	5708.67	1022.44	5341.17	2120.34	5192.0	6132.33	3676.94	3193.92	3504.5	1877.33	5601.77	1865.42	1705.25	1403.67	2570.75	1678.16	1563.08	2200.54	2084.67	703.86	787.53	2445.58	3267.2	1495.2200000000007	1044.15	1287.4	751.5	1797.2599999999998	1054.67	1927.67	1115.36	2523.7	1425.69	1280.5	1639.01	1286.4499999999996	4429.17	2236.0600000000004	2123.58	1814.61	1741.5	1751.68	1272.67	1379.21	3093.23	1630.83	741.75	2981.04	746.6	427.1	795.47	1264.9899999999998	1935.67	1047.78	1765.23	717.27	624.03	604.66	2229.8	2052.2	2401.2	1621.3200000000004	2296.91	1249.92	1062.91	800.86	1173.33	775.48	599.94	717.5	1256.45	1244.9899999999998	583.77	939.64	1189.92	794.89	755.99	1158.75	2496.49	1429.25	2857.25	1455.08	2197.0	3186.0	913.08	3747.58	2866.17	1129.41	5807.5	2945.48	3273.58	2119.25	1258.97	1084.75	1173.3300000000004	1379.16	3042.34	3759.0	2766.59	3006.03	3202.48	487.67	2280.75
2TRANSKETO-RXN	1195.8	1268.03	1390.2	656.48	974.17	2649.01	14171.14	11606.87	1321.97	1087.77	1854.95	4317.05	3274.5	9327.39	3411.58	2491.4	7764.77	14875.67	2096.44	13128.17	3610.36	8282.85	7755.33	6870.9299999999985	9534.25	10862.5	5810.31	17087.190000000002	3020.92	2855.54	2325.67	5430.25	3741.15	3297.57	4273.030000000002	4206.67	1186.0300000000002	1501.5500000000004	6025.24	7702.2	2513.09	1554.15	2102.4	1724.5	2310.91	2759.51	4088.17	1944.39	3425.7	2022.54	1353.5	2130.99	2089.45	6546.32	3663.06	2899.08	3173.69	1964.5	2614.9700000000007	1539.67	1763.34	6306.23	3906.48	780.25	5635.96	2542.4	2107.3	2498.4700000000007	3288.59	4709.07	2223.28	3391.53	2466.87	1482.83	2118.66	3063.4	2732.9	3713.0	2275.62	3177.91	1624.52	1691.01	1336.56	1858.33	1169.98	1141.95	1402.0	2737.12	1918.19	1328.47	1557.41	2174.42	1696.39	1138.49	1592.75	3696.75	2643.55	4928.75	2509.24	3457.0	4630.66	1312.58	6223.1	4675.17	1768.91	18049.5	4977.5	5263.58	3341.25	1903.97	1519.75	1864.98	2176.48	4551.3600000000015	5504.5	4463.59	4537.01	4639.48	799.67	3241.25
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	593.56	636.03	909.4	353.13	633.1700000000002	145.66	1168.27	1082.07	777.77	760.87	1483.35	1227.65	447.5	520.46	240.97	742.0	1504.11	1278.67	430.44	1629.17	1321.34	2865.0	5220.33	856.94	1259.92	2001.5	1236.33	2494.37	1772.42	1612.25	1140.17	923.0	1360.16	1168.83	1621.79	1502.67	647.86	698.28	635.5799999999998	1264.2	813.2199999999998	738.15	558.4	288.5	758.2600000000001	301.67	512.6700000000002	227.16000000000003	1223.7	759.69	1168.5	1431.01	948.45	2622.17	1220.06	1433.58	897.61	1411.5	1178.68	978.67	991.21	1522.23	555.8299999999998	323.75	1416.04	389.8	761.6	765.27	1013.79	561.27	1266.58	1879.83	573.0699999999998	663.83	872.66	2212.2	2072.0	2032.8	1596.52	2299.91	1269.32	1032.91	810.26	1121.33	654.48	664.94	853.5	594.4499999999998	1019.79	593.27	838.99	926.92	788.89	629.74	1113.75	2218.49	1310.25	2791.25	1263.58	1871.0	2642.0	738.33	3432.83	2283.17	981.66	5694.5	2875.48	3136.58	2145.25	1139.9699999999998	902.75	925.33	1323.66	2576.34	3256.25	2392.09	2491.28	3029.48	482.67	2031.0
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	0.0	5.0	13.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.0	0.0	0.0	0.0	19.0	25.0	27.0	0.0	2.86	0.0	3.43	0.0	40.71	0.0	0.0	0.0	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	30.0	23.0	13.0	18.0	5.0	14.0	52.0	0.0	0.0	9.0	7.0	50.0	81.0	56.0	0.0	0.0	33.0
3-DEHYDROQUINATE-DEHYDRATASE-RXN	677.31	679.8299999999998	1155.8	377.18	648.1700000000002	935.3300000000003	5023.870000000001	4113.47	850.37	840.5699999999998	1528.15	1959.85	1247.5	4221.26	1244.77	1021.0	4579.11	5708.67	998.44	5282.17	2144.34	5212.38	6175.33	3699.94	3282.92	3602.5	1911.66	5721.440000000001	1889.12	1732.75	1383.67	2602.75	1678.16	1505.08	2224.66	2126.67	715.4599999999998	778.81	2442.58	3304.95	1589.2200000000007	1058.7999999999997	1371.4	814.5	1830.26	1104.5	1931.67	1153.98	2535.7	1439.17	1280.5	1666.13	1313.4499999999996	4428.57	2307.5600000000004	2082.58	1774.61	1657.5	1747.68	1221.67	1351.21	3108.73	1606.83	707.75	2977.44	979.85	919.7	1132.87	1638.19	1977.67	1241.78	1900.23	952.47	712.03	1020.66	2296.4	2141.2	2422.0	1654.3200000000004	2296.91	1296.92	1162.71	905.66	1175.33	789.48	599.94	724.5	1178.45	1284.9899999999998	710.5699999999998	969.64	1302.72	833.89	762.49	1190.0	2976.29	1735.25	2863.75	1455.08	2197.0	3186.0	913.08	3812.0	2820.67	1140.41	5842.5	2966.96	3319.08	2228.5	1236.97	1101.75	1173.3300000000004	1408.16	3154.01	3863.0	2802.59	3098.65	3351.88	504.67	2258.25
3-DEHYDROQUINATE-SYNTHASE-RXN	643.31	745.03	1164.4	379.38	651.6700000000002	159.66	1429.27	1303.07	841.77	760.87	1508.35	1359.65	571.5	1739.46	285.97	612.0	3149.11	1624.67	658.44	1889.17	1496.34	3864.0	5653.66	2310.27	1313.92	2049.5	1236.33	2617.37	2107.92	1841.75	1366.34	1504.75	1369.4899999999998	1208.08	1947.54	1693.34	713.87	728.53	949.91	1778.7	1398.22	1067.65	1123.4	516.5	1850.59	463.00000000000006	1006.67	953.83	2550.7	1228.69	1294.5	1575.01	1250.9499999999996	3616.17	1879.56	1862.58	1364.61	1708.5	1439.18	1267.34	1305.21	1920.56	746.83	709.25	1896.04	462.8	846.1	824.27	1235.79	872.94	1207.58	1892.83	612.0699999999998	671.83	932.66	2266.2	2082.0	2146.8	1612.52	2255.91	1274.32	1124.91	815.26	1100.33	841.48	599.94	724.5	751.4499999999998	1241.79	674.77	982.24	1277.92	802.89	817.99	1320.75	3180.16	1579.25	2830.25	1515.08	2655.0	3503.67	1127.74	4407.24	3279.01	1332.7399999999998	6144.5	3630.81	4432.58	2798.75	1346.47	1357.75	1234.8300000000004	1582.16	4123.68	5121.5	3445.4300000000007	3718.19	4272.14	627.3399999999998	2849.59
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	0.0	15.5	110.0	0.0	0.0	0.0	0.0	0.0	21.5	0.0	0.0	0.0	7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	4.5	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	14.5	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	47.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	2.0	4.0	11.0	0.0	0.0	5.5	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	95.5	0.0	0.0	26.5	0.0	12.67	31.0	97.5	41.0	0.0	36.5	16.5	84.5
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	67.0	55.0	208.0	21.0	139.0	771.0	3591.0	2804.0	21.0	105.5	23.0	559.0	678.0	2478.0	969.5	437.0	1475.0	4256.0	439.0	3686.0	674.0	1425.5	721.0	1540.83	1946.5	1514.5	683.0	3122.0	690.8	369.4	297.0	1149.5	738.0	624.5	674.5	636.0	144.5	104.0	1815.5	2002.5	220.0	266.0	479.0	365.0	149.5	660.0	1006.5	222.0	573.0	362.0	73.0	237.0	279.0	1128.0	561.0	328.0	629.0	208.0	320.0	237.5	384.0	1445.4	919.0	50.0	1237.5	518.0	47.0	433.0	527.0	1190.0	34.0	30.0	357.0	99.0	65.0	206.5	213.5	612.0	264.0	352.0	39.5	147.5	154.5	188.5	208.9	55.5	49.0	649.0	336.0	174.8	128.3	189.2	167.0	227.8	73.5	823.6600000000002	216.0	283.5	314.8300000000001	806.0	774.3299999999998	157.0	614.0	758.0	99.0	210.0	976.0	608.0	565.0	209.33	139.0	146.0	287.0	660.0	681.5	513.0	745.0	656.0	21.0	610.0
3-HYDROXY-KYNURENINASE-RXN	91.47	126.23	400.4	102.8	172.5	32.0	3.6	37.4	53.93	106.95	160.07000000000005	162.98000000000005	57.0	59.8	76.47	262.2	267.24	678.0	240.27	822.0	98.0	135.45	284.0	152.45	162.09	97.0	7.0	243.4	966.5	840.0	562.5	649.0	680.3299999999998	687.3299999999998	914.67	720.0	376.0	383.0	303.33	607.45	116.64	349.67	292.4	194.0	167.26999999999995	103.67	95.0	42.2	187.28	179.88	88.67	229.39	206.95	448.94	257.89	817.0	536.0	995.0	478.0	584.0	614.0	791.0	458.0	228.0	826.0	48.3	62.6	223.27	343.79	106.18	477.0	715.24	93.4	347.5800000000001	41.0	692.6	420.42	854.58	543.52	631.8299999999998	233.82	456.24	267.18	425.83	248.33	260.11	393.0	227.78	458.87	189.1	358.4	379.5	428.39	229.44	385.25	1323.49	849.9	1790.5	1086.0	1135.0	2200.0	402.0	2311.25	1147.0	458.0	1356.5	2361.5	1631.83	1345.5	693.22	463.0	612.6700000000002	607.5	1256.0	1351.5	1392.5	1118.5	1153.5	224.0	813.0
3-HYDROXYASPARTATE-ALDOLASE-RXN	0.0	0.0	23.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	65.0	0.0	94.0	20.0	154.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	20.0	125.0	82.0	9.0	0.0	42.0	23.0	0.0	52.0	0.0	30.0	34.0	37.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	27.0	8.0	35.0	0.0	0.0	0.0	36.0	31.0	60.0	50.0	0.0	7.0	0.0	0.0	0.0	0.0	14.0	36.0	0.0	12.0	0.0	0.0	32.0	0.0	46.0	39.0	25.0	0.0	0.0	0.0	35.0	21.0	69.0	98.0	27.0	10.0	10.0	0.0	76.0	44.0	57.0	0.0	27.0	78.0	0.0	20.0	107.0	30.0	0.0	205.0	144.0	0.0	87.0	705.0	273.0	326.0	0.0	0.0	0.0	55.0	67.0	20.0	0.0	107.0	156.0	0.0	112.0
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	313.42	246.3	529.2	204.8	406.0	37.33	8.0	79.2	361.94	408.6	1099.35	387.6	131.60000000000002	229.4	79.97	315.2000000000001	1060.53	770.0	257.0	913.5	168.67000000000004	174.88	261.0	339.49	246.5	310.5	114.33	514.1700000000002	1080.45	1101.25	641.0	364.5	767.8299999999998	702.8299999999998	701.29	688.0	220.85	436.28	405.58	756.25	654.75	379.65	572.78	233.0	1152.83	279.51	641.5	223.89	426.75	467.92	10.0	217.12	544.56	617.6700000000002	924.5	750.75	485.25	1208.5	675.75	632.0	629.0	1069.5	421.83	103.75	939.4	116.9	118.6	434.0	608.41	214.29	1098.51	1650.29	252.14	481.35	390.66	1925.9	976.29	1770.75	1432.9	2135.19	1142.3	949.3	725.35	984.5	356.25	447.17	615.5	225.0	746.69	262.14	382.2	522.39	345.5	342.5	292.75	1057.46	858.75	1908.75	968.58	737.0	1572.33	220.33	926.0	737.1700000000002	332.66	403.0	1340.48	980.75	887.25	524.47	497.59	457.33	310.3300000000001	889.34	889.75	678.4200000000002	781.45	1035.98	162.0	564.1700000000002
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	665.75	609.7	727.2	570.6	673.0	899.33	3823.4	3241.2	1017.88	964.27	2489.35	1998.27	1275.8	4329.73	1291.61	1285.2	4630.190000000001	5779.0	1274.0	5450.5	1154.67	2743.140000000001	1970.0	3319.32	2424.0	2244.0	1001.66	4081.84	1832.52	1894.32	2328.0	3211.0	2525.49	2323.99	3793.37	3088.0	1117.49	1273.24	2395.74	3646.25	1156.62	798.3499999999998	1573.9	879.0	1656.66	1357.85	2188.67	1181.13	2645.42	1337.24	257.33000000000004	834.36	1336.8	3269.13	1897.0	1920.08	1420.75	2010.5	1612.75	1000.5	1451.5	3464.4	1736.83	629.25	2993.6	1007.15	885.2	1658.4	2029.55	1954.96	1867.64	3782.53	1206.01	1196.45	1611.3200000000004	4159.2	2336.88	4120.22	3075.9	4308.28	2535.8	2159.27	1601.98	2156.5	703.65	957.34	1122.0	1103.0	1390.36	745.81	990.0	1127.16	1188.5	598.8	822.5	2382.26	1460.95	5566.25	2360.08	1951.0	4831.33	735.0	3406.09	2238.0	945.99	6280.0	2995.04	2727.08	1993.75	1536.03	1409.26	1096.0	1114.0	2647.34	2959.75	2701.75	2287.36	2573.85	391.0	1680.0
